,business_id,name,address,city,state,latitude,longitude,stars,review_count,attributes,categories,hours
1202,IXv-g1iK3Hwsnxp0vT8OgA,Whataburger,1430 W River Rd,DeLand,FL,29.0225,-81.2875,2.5,71,"{'GoodForKids': 'True', 'RestaurantsGoodForGroups': 'True', 'NoiseLevel': ""'average'"", 'OutdoorSeating': 'False', 'RestaurantsReservations': 'False', 'Caters': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsAttire': ""'casual'"", 'Alcohol': ""u'none'"", 'RestaurantsTableService': 'False', 'BikeParking': 'True', 'RestaurantsDelivery': 'True', 'HasTV': 'True', 'WiFi': ""'no'"", 'RestaurantsPriceRange2': '1', 'GoodForMeal': ""{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': True}"", 'DriveThru': 'True'}","Restaurants, American (Traditional), Fast Food, Burgers","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-18:0', 'Saturday': '0:0-0:0', 'Sunday': '6:0-0:0'}"
1206,GHFFp6jDIqO3U0G-HUcA-g,FYZ Auto Care,6212 Palm River Rd,Winter Springs,FL,28.6889,-81.2703,3.5,8,"{'ByAppointmentOnly': 'False', 'BusinessAcceptsCreditCards': 'True'}","Auto Repair, Automotive, Oil Change Stations, Tires","{'Monday': '9:0-17:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0', 'Saturday': '9:0-16:0'}"
1210,EAJOR4zG6_ixBPYgWhp6Jg,Cafe Jasper,6370 N Campbell Ave,Pacifica,CA,37.6113,-122.4782,3.0,19,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'GoodForKids': 'True', 'RestaurantsReservations': 'False', 'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""u'full_bar'"", 'OutdoorSeating': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsAttire': ""'casual'"", 'Caters': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsTakeOut': 'True', 'HappyHour': 'True'}","American (New), Restaurants","{'Monday': '7:0-14:0', 'Tuesday': '7:0-20:0', 'Wednesday': '7:0-20:0', 'Thursday': '7:0-20:0', 'Friday': '7:0-22:0', 'Saturday': '7:0-22:0', 'Sunday': '7:0-14:0'}"
1212,G9JqaURDTC_pSzji0bytwA,Port St Peter,727 St Peter St,Adelanto,CA,34.5814,-117.4397,3.5,83,"{'CoatCheck': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsTableService': 'False', 'RestaurantsDelivery': 'False', 'GoodForDancing': 'False', 'WheelchairAccessible': 'True', 'Alcohol': ""u'full_bar'"", 'HappyHour': 'True', 'GoodForKids': 'False', 'RestaurantsAttire': ""'casual'"", 'HasTV': 'True', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'RestaurantsReservations': 'False', 'OutdoorSeating': 'False', 'WiFi': ""u'no'"", 'DriveThru': 'False', 'RestaurantsPriceRange2': '2', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'NoiseLevel': ""u'average'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}""}","Bars, Breakfast & Brunch, American (Traditional), Nightlife, Burgers, Restaurants, Cocktail Bars","{'Monday': '11:0-3:0', 'Tuesday': '11:0-3:0', 'Wednesday': '11:0-3:0', 'Thursday': '11:0-3:0', 'Friday': '11:0-3:0', 'Saturday': '11:0-3:0', 'Sunday': '11:0-12:0'}"
1216,Z2LtuIH3Sthc49Pi3Yg8Jw,Hi Tech Nail,1434 US Hwy 130 N,La Quinta,CA,33.6536,-116.2785,4.5,36,"{'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'ByAppointmentOnly': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'WheelchairAccessible': 'True'}","Hair Removal, Nail Salons, Beauty & Spas","{'Monday': '0:0-0:0', 'Tuesday': '10:0-19:0', 'Wednesday': '10:0-19:0', 'Thursday': '10:0-19:0', 'Friday': '10:0-16:0', 'Saturday': '9:0-16:0'}"
1219,159h-vlRcGnzwOTR29lQ8w,AT&T Store,13998 W Hillsborough Ave,Montclair,CA,34.0715,-117.6981,4.0,5,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'BikeParking': 'False'}","Mobile Phones, IT Services & Computer Repair, Shopping, Local Services, Mobile Phone Accessories, Telecommunications","{'Monday': '0:0-0:0', 'Tuesday': '10:0-18:0', 'Wednesday': '9:0-20:0', 'Thursday': '9:0-20:0', 'Friday': '9:0-20:0', 'Saturday': '9:0-21:0', 'Sunday': '10:0-19:0'}"
1220,eJFw8xWcqyAno0SclR4uzg,Madison's Grill,10053 Jasper Avenue NW,La Puente,CA,34.0323,-117.9533,4.0,51,"{'RestaurantsReservations': 'True', 'RestaurantsAttire': ""u'dressy'"", 'Alcohol': ""u'full_bar'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '3', 'BikeParking': 'True', 'HasTV': 'True', 'RestaurantsDelivery': 'False', 'GoodForKids': 'False', 'RestaurantsTakeOut': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'NoiseLevel': ""u'quiet'"", 'Caters': 'True', 'OutdoorSeating': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': True, 'intimate': False, 'trendy': False, 'upscale': True, 'classy': True, 'casual': False}"", 'HappyHour': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}""}","American (New), Restaurants, Canadian (New), Breakfast & Brunch","{'Monday': '7:0-22:0', 'Tuesday': '7:0-22:0', 'Wednesday': '7:0-22:0', 'Thursday': '7:0-22:0', 'Friday': '7:0-22:0', 'Saturday': '8:0-22:0', 'Sunday': '8:0-21:0'}"
1225,GiyWpSiEUUWqZTUcG3LRkw,Breakthrough Training,"140 Washington St, Ste 100",Riviera Beach,FL,26.7813,-80.0741,5.0,11,"{'WiFi': ""u'no'""}","Educational Services, Education, Vocational & Technical School, Specialty Schools","{'Monday': '8:0-17:0', 'Tuesday': '8:0-17:0', 'Wednesday': '8:0-17:0', 'Thursday': '8:0-17:0', 'Friday': '8:0-17:0'}"
1226,fT4jl8pcXCxKBrM85XjXSg,Vino Simpatico,722 Pasadena Ave S,Monrovia,CA,34.165,-117.9921,4.5,21,"{'Caters': 'False', 'Alcohol': ""u'beer_and_wine'"", 'GoodForKids': 'False', 'RestaurantsPriceRange2': '2', 'BikeParking': 'True', 'WiFi': ""u'free'"", 'RestaurantsGoodForGroups': 'True', 'HappyHour': 'True', 'RestaurantsTakeOut': 'True', 'CoatCheck': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'OutdoorSeating': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'WheelchairAccessible': 'True', 'GoodForDancing': 'False', 'BusinessAcceptsCreditCards': 'True', 'Smoking': ""u'no'"", 'HasTV': 'True', 'ByAppointmentOnly': 'False', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': True, 'video': False, 'karaoke': False}"", 'RestaurantsReservations': 'True', 'BusinessAcceptsBitcoin': 'False', 'DogsAllowed': 'True'}","Nightlife, Bars, Beer, Wine & Spirits, Wine Bars, Wineries, Wine Tasting Room, Food, Arts & Entertainment","{'Monday': '15:0-21:0', 'Tuesday': '15:0-21:0', 'Wednesday': '15:0-21:0', 'Thursday': '15:0-22:0', 'Friday': '15:0-22:0', 'Saturday': '15:0-22:0'}"
1227,tjEKEDmyR_VmeBkJGwreLA,Dunkin',7004 N. Dale Mabry Hwy,Foothill Farms,CA,38.6867,-121.3475,2.0,21,"{'OutdoorSeating': 'False', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'WiFi': ""'free'"", 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '1', 'DriveThru': 'None', 'RestaurantsDelivery': 'True'}","Food, Donuts, Coffee & Tea","{'Monday': '5:0-22:0', 'Tuesday': '5:0-22:0', 'Wednesday': '5:0-22:0', 'Thursday': '5:0-22:0', 'Friday': '5:0-22:30', 'Saturday': '5:0-22:30', 'Sunday': '5:0-22:0'}"
1232,uE3yzH2l1A_FYciu95EptA,Koi Sushi & Thai,102 Lumber Dr,Winchester,NV,36.1365,-115.137,4.0,157,"{'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""u'casual'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'WiFi': ""'free'"", 'BikeParking': 'True', 'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'HasTV': 'True', 'RestaurantsGoodForGroups': 'True', 'Alcohol': ""u'full_bar'"", 'RestaurantsPriceRange2': '2', 'NoiseLevel': ""u'average'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'Caters': 'True', 'RestaurantsTableService': 'True', 'RestaurantsReservations': 'False', 'OutdoorSeating': 'None', 'RestaurantsDelivery': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': None, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}""}","Restaurants, Asian Fusion, Sushi Bars","{'Monday': '16:0-21:0', 'Tuesday': '16:0-21:0', 'Wednesday': '16:0-21:0', 'Thursday': '16:0-21:0', 'Friday': '16:0-21:0', 'Saturday': '16:0-21:0', 'Sunday': '16:0-21:0'}"
1245,SmpGA80PKT0Y_t-wTxvASQ,Riverview Flea Market,7415 US Hwy 301 S,Richmond West,FL,25.6105,-80.4297,3.5,8,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'BikeParking': 'False'}","Shopping, Flea Markets, Shopping Centers","{'Wednesday': '10:0-19:0', 'Thursday': '10:0-19:0', 'Friday': '10:0-19:0', 'Saturday': '10:0-19:0', 'Sunday': '10:0-17:0'}"
1247,QkyEr9j7il9lJqseTbPe5w,Spasso Italian Grill,1 W State St,Claremont,CA,34.1259,-117.7153,3.5,192,"{'Ambience': ""{'romantic': False, 'intimate': False, 'classy': True, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'OutdoorSeating': 'True', 'NoiseLevel': ""u'average'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'WiFi': ""u'no'"", 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'RestaurantsReservations': 'True', 'Alcohol': ""u'full_bar'"", 'RestaurantsAttire': ""u'casual'"", 'RestaurantsPriceRange2': '2', 'BikeParking': 'True', 'Caters': 'True', 'RestaurantsTakeOut': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'HasTV': 'True', 'RestaurantsDelivery': 'True', 'BusinessAcceptsCreditCards': 'True', 'DriveThru': 'False'}","Restaurants, Fast Food, Sandwiches, Italian","{'Monday': '11:30-22:0', 'Tuesday': '11:30-22:0', 'Wednesday': '11:30-22:0', 'Thursday': '11:30-22:0', 'Friday': '11:30-23:0', 'Saturday': '15:0-23:0', 'Sunday': '10:0-21:0'}"
1252,RMm5FeJpYGZlGJIVsqz0Yw,Intelligent Movers,,Estero,FL,26.4276,-81.7951,3.0,11,"{'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}","Home Services, Movers","{'Monday': '9:0-17:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0', 'Saturday': '9:0-17:0'}"
1263,CVeX9v44CyMbrx8kr0fQ8Q,Foundry 317 Home Interiors,819 E Westfield Blvd,Temple City,CA,34.1022,-118.0579,5.0,8,"{'WheelchairAccessible': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True', 'BikeParking': 'True'}","Used, Vintage & Consignment, Home Services, Home & Garden, Home Decor, Fashion, Antiques, Home Staging, Shopping, Furniture Stores, Real Estate","{'Monday': '0:0-0:0', 'Friday': '12:0-16:0', 'Saturday': '12:0-16:0', 'Sunday': '12:0-16:0'}"
1264,fNfnyVFfn7B9zuU7cYyk3Q,Bruka Theatre of the Sierra,99 N Virginia St,Carrollwood,FL,28.0577,-82.5148,4.5,37,"{'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'True'}","Cinema, Event Planning & Services, Arts & Entertainment, Performing Arts, Specialty Schools, Art Schools, Venues & Event Spaces, Education","{'Wednesday': '14:30-18:30', 'Thursday': '14:30-18:30', 'Friday': '14:30-18:30', 'Saturday': '14:30-18:30'}"
1266,_v_iFg_1a7nBBJVy8O02HQ,Shogun,12521 Olive Blvd,Dunedin,FL,28.0329,-82.7862,3.0,24,"{'Alcohol': ""u'full_bar'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsReservations': 'True', 'RestaurantsTakeOut': 'True', 'HasTV': 'True', 'GoodForKids': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsAttire': ""u'casual'"", 'OutdoorSeating': 'False', 'RestaurantsGoodForGroups': 'True', 'NoiseLevel': ""u'average'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'WiFi': ""u'free'""}","Japanese, Steakhouses, Restaurants","{'Monday': '11:0-21:30', 'Tuesday': '11:0-21:30', 'Wednesday': '11:0-21:30', 'Thursday': '11:0-21:30', 'Friday': '11:0-22:30', 'Saturday': '11:0-22:30', 'Sunday': '11:0-21:30'}"
1267,Nemb9iLSuFgHsU6Rv8Y1Tg,A&W,"Gateway Village, 2 Hebert Road",Moorpark,CA,34.2861,-118.8768,3.0,8,"{'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsReservations': 'False', 'NoiseLevel': ""u'average'"", 'Alcohol': ""u'none'"", 'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsAttire': ""u'casual'"", 'RestaurantsDelivery': 'False', 'HasTV': 'True'}","Restaurants, Burgers, Fast Food","{'Monday': '6:0-22:0', 'Tuesday': '6:0-22:0', 'Wednesday': '6:0-22:0', 'Thursday': '6:0-22:0', 'Friday': '6:0-22:0', 'Saturday': '6:0-22:0', 'Sunday': '6:0-22:0'}"
1269,9sdu-m075T6qdB46wXP46w,Krispy Kreme,2103 Elliston Pl,Egypt Lake-Leto,FL,28.0177,-82.5062,3.0,65,"{'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BikeParking': 'True', 'RestaurantsDelivery': 'None', 'Caters': 'False', 'WiFi': ""'free'"", 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'True'}","Food, Donuts, Coffee & Tea","{'Monday': '6:0-22:0', 'Tuesday': '6:0-22:0', 'Wednesday': '6:0-22:0', 'Thursday': '6:0-22:0', 'Friday': '5:30-23:0', 'Saturday': '7:0-22:0', 'Sunday': '6:0-22:0'}"
1272,XGV6orMei8NRfmbpsRC3Rg,CraftyCrab,3851 Vincennes Rd,Lauderdale Lakes,FL,26.1682,-80.2017,4.0,28,"{'OutdoorSeating': 'True', 'RestaurantsDelivery': 'True', 'Caters': 'True', 'Alcohol': ""u'full_bar'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'WheelchairAccessible': 'True', 'RestaurantsTakeOut': 'True', 'HasTV': 'True', 'RestaurantsTableService': 'True'}","Seafood, Restaurants","{'Monday': '12:0-22:0', 'Tuesday': '12:0-22:0', 'Wednesday': '12:0-22:0', 'Thursday': '12:0-22:0', 'Friday': '12:0-23:0', 'Saturday': '12:0-23:0', 'Sunday': '12:0-22:0'}"
1281,qRC7CkXf2jzEE-hyyEIElg,La Casa de Pan de Yuca,"4013 W Linebaugh Ave, Ste 101",South Miami Heights,FL,25.5886,-80.3862,4.5,7,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BikeParking': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True'}","Bakeries, Food","{'Monday': '8:0-15:30', 'Tuesday': '8:0-15:30', 'Wednesday': '8:0-15:30', 'Thursday': '8:0-15:30', 'Friday': '8:0-15:30', 'Saturday': '8:0-12:30'}"
1300,Up2hJViJJf61k9V3jFbvzg,Cafe Arnold Neighborhood Grill,3946 Jeffco Blvd,West Hollywood,CA,34.0883,-118.3719,2.5,9,"{'BusinessAcceptsBitcoin': 'False', 'DogsAllowed': 'False', 'RestaurantsDelivery': 'False', 'RestaurantsTableService': 'True', 'BusinessAcceptsCreditCards': 'True', 'Caters': 'True', 'RestaurantsReservations': 'True', 'RestaurantsTakeOut': 'True', 'WiFi': ""u'free'"", 'GoodForKids': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsGoodForGroups': 'True', 'HasTV': 'True', 'OutdoorSeating': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsAttire': ""'casual'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'NoiseLevel': ""'average'"", 'BikeParking': 'False', 'Alcohol': ""u'full_bar'""}","Restaurants, Sports Bars, Bars, Barbeque, American (Traditional), Nightlife, Food, Beer, Wine & Spirits, Cafes","{'Tuesday': '11:0-0:0', 'Wednesday': '11:0-0:0', 'Thursday': '11:0-0:0', 'Friday': '11:0-1:30', 'Saturday': '8:0-1:30', 'Sunday': '8:0-0:0'}"
1301,ERZqij-n1QhDHCIGX5du6w,Bates Electric,2006 Sierra Pkwy,Westmont,CA,33.9417,-118.3018,3.5,28,"{'ByAppointmentOnly': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessAcceptsBitcoin': 'False'}","Electricians, Home Services, Lighting Fixtures & Equipment, Local Services, Generator Installation/Repair, Security Systems","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
1312,jwtz8TmuD6VyfiB7fxOU2w,Eats,14803 Lebanon Rd,Manhattan Beach,CA,33.8894,-118.3967,3.5,8,"{'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsGoodForGroups': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}""}","American (New), Restaurants","{'Monday': '7:0-21:0', 'Tuesday': '7:0-21:0', 'Wednesday': '10:0-21:0', 'Thursday': '7:0-21:0', 'Friday': '7:0-23:0', 'Saturday': '7:0-23:0', 'Sunday': '12:0-18:0'}"
1325,dUtGBUO0KQfSXpXaN75lqg,The Zeppelin and the Unicorn,400 Silverside Rd,Oildale,CA,35.4293,-119.0306,4.0,9,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'ByAppointmentOnly': 'False'}","Antiques, Shopping","{'Monday': '12:0-17:0', 'Wednesday': '12:0-17:0', 'Thursday': '10:0-18:0', 'Friday': '10:0-18:0', 'Saturday': '10:0-18:0', 'Sunday': '12:0-17:0'}"
1331,IazLGcO9aggJnMMa_5UO1Q,Kimberton Whole Foods - Collegeville,222 E Main St,Golden Glades,FL,25.9129,-80.2013,5.0,6,"{'BikeParking': 'True', 'RestaurantsReservations': 'False', 'DogsAllowed': 'False', 'Alcohol': ""u'none'"", 'RestaurantsTakeOut': 'False', 'RestaurantsDelivery': 'False', 'Caters': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'WheelchairAccessible': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessAcceptsBitcoin': 'False'}","Juice Bars & Smoothies, Restaurants, Food, Coffee & Tea, Specialty Food, Organic Stores, Health Markets, Grocery, Sandwiches, Shopping, Vitamins & Supplements","{'Monday': '0:0-0:0', 'Tuesday': '8:0-20:0', 'Wednesday': '8:0-20:0', 'Thursday': '8:0-18:0', 'Friday': '8:0-18:0', 'Saturday': '8:0-20:0', 'Sunday': '8:0-18:0'}"
1345,KXQ7xJTGknQAL0u5ot2NPg,Lucchese,503 12th Ave. S.,Lakewood Ranch,FL,27.4185,-82.3948,4.5,20,"{'RestaurantsPriceRange2': '4', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True'}","Shoe Stores, Leather Goods, Men's Clothing, Fashion, Shopping, Accessories","{'Monday': '0:0-0:0', 'Tuesday': '9:0-17:0', 'Wednesday': '12:0-17:0', 'Thursday': '10:0-19:0', 'Friday': '10:0-19:0', 'Saturday': '10:0-19:0', 'Sunday': '12:0-18:0'}"
1347,GL6QZaCH8EGv1Rn3vDNIVg,Indy Soft Water,4148 W 99th St,Merritt Island,FL,28.3139,-80.6708,5.0,17,"{'ByAppointmentOnly': 'True', 'BusinessAcceptsCreditCards': 'True'}","Local Services, Water Purification Services, Plumbing, Water Suppliers, Utilities, Home Services","{'Monday': '7:30-16:0', 'Tuesday': '7:30-16:0', 'Wednesday': '7:30-16:0', 'Thursday': '7:30-16:0', 'Friday': '7:30-16:0'}"
1358,E9-k8aOCS2sSh9RYxvWU_A,Steppy's Sports Bar & Grill,2912 Swede Rd,Cooper City,FL,26.0463,-80.2862,3.0,69,"{'GoodForKids': 'True', 'OutdoorSeating': 'True', 'Alcohol': ""u'full_bar'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'NoiseLevel': ""'average'"", 'RestaurantsTakeOut': 'True', 'WiFi': ""'free'"", 'HasTV': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'False', 'BikeParking': 'True', 'Caters': 'True', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': True, 'live': True, 'video': False, 'karaoke': False}"", 'GoodForDancing': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}"", 'RestaurantsAttire': ""u'casual'"", 'Ambience': ""{u'divey': None, u'hipster': False, u'casual': True, u'touristy': False, u'trendy': False, u'intimate': False, u'romantic': False, u'classy': None, u'upscale': False}"", 'RestaurantsDelivery': 'True', 'GoodForMeal': ""{'dessert': None, 'latenight': None, 'lunch': None, 'dinner': True, 'brunch': None, 'breakfast': None}""}","Bowling, Sports Bars, Restaurants, Bars, Mexican, American (Traditional), Active Life, Pubs, Nightlife","{'Monday': '11:0-2:0', 'Tuesday': '11:0-2:0', 'Wednesday': '11:0-2:0', 'Thursday': '11:0-2:0', 'Friday': '11:0-2:0', 'Saturday': '11:0-2:0', 'Sunday': '11:0-2:0'}"
