,user_id,name,review_count,yelping_since,useful,funny,cool,fans,average_stars,compliment_hot,compliment_more,compliment_profile,compliment_cute,compliment_list,compliment_note,compliment_plain,compliment_cool,compliment_funny,compliment_writer,compliment_photos
17077,3G9xbRa-l9ETNoA8xCK8lA,Nicole,103,2008-02-17 04:07:04,155,59,63,7,3.47,8,4,1,2,0,8,8,7,7,1,2
17098,BY9aSu-niDdPHhansNA-wA,Julie,62,2011-02-10 03:59:13,142,24,45,5,4.0,2,1,1,0,0,2,0,3,3,4,0
17132,ZgQR_6rLArNb7LK2hA8JMQ,Erin,53,2011-03-13 05:09:03,120,23,44,6,3.76,12,2,0,1,1,8,7,7,7,2,0
17142,aT5shoOPaUP6DUhghVbXiw,Tiffany,117,2010-01-31 17:33:52,135,45,34,3,3.02,0,2,0,1,0,8,2,1,1,2,0
17145,rxRayK-2tVukQA8kd4-_wA,Kevin,7,2009-02-20 00:28:26,12,4,2,2,3.75,0,3,0,0,0,1,0,1,1,1,0
17148,uYavT1pzUTCQclDWWNO3kg,Jessica,74,2010-08-29 06:53:19,65,15,30,4,4.36,2,0,0,0,0,2,3,0,0,2,3
17167,HUpgio_XKHuUmUuwSkvyUw,maia,20,2008-09-23 15:27:34,22,6,13,1,3.8,1,0,0,0,0,1,2,1,1,0,0
17169,Hi10sGSZNxQH3NLyWSZ1oA,Fox,17473,2009-05-26 11:33:58,206296,185823,195814,3493,3.77,4076,431,402,130,45,2408,6565,7655,7655,1644,4053
17170,7xQYlgl7YKX8RfbB5SdK_Q,Linda,96,2010-11-20 20:55:20,121,17,20,7,3.62,1,0,0,0,1,8,5,4,4,1,0
17177,9kbV0gn3Ea2eAMV-Z_eX8Q,Julia,284,2008-06-19 15:38:31,550,178,264,29,4.14,32,4,4,0,0,39,47,51,51,14,7
17181,dR5K7ybTFxf-PobaCwKQXg,Melissa,381,2011-07-28 20:41:21,607,85,198,15,4.16,14,6,2,0,0,11,12,10,10,11,1
17183,3wDt3wPFA5BLEakYnVcsTQ,Heather,12,2010-08-26 17:06:31,39,2,3,1,3.23,0,0,0,0,0,0,0,0,0,0,0
17194,s7UZZDf6SrUPQEj0ptdKQw,Kristen,51,2010-09-06 00:48:45,30,0,7,0,3.44,0,1,0,0,0,1,0,0,0,0,0
17212,4WkX5Sjp9LIrCW9leJvo4g,Nikki,73,2011-04-13 23:31:23,121,24,63,1,3.96,4,2,1,2,0,4,5,4,4,5,1
17215,3vCVMY821trEi2L27oFVHg,Emily,16,2011-09-19 22:27:57,66,19,13,2,3.47,0,1,0,0,0,2,2,1,1,1,0
17217,raqHd73ZqfE3RF69RTpYMg,Evgeny,15,2011-06-20 01:30:32,14,9,5,1,3.73,0,0,0,0,0,0,0,0,0,0,0
17235,8J7gtB1oJc2oL3Na_PqRTA,Sarah,22,2010-11-14 19:50:58,22,6,7,3,4.45,0,0,0,0,0,0,1,1,1,0,0
17246,vDACtEdgJP3mS-U0_NA0Pw,Katherine,603,2011-03-18 09:04:49,1642,285,924,45,4.2,130,5,4,1,1,78,215,273,273,57,19
17252,Uk3X2AypU8AqvcYEVf7s6Q,Douglas,431,2011-02-15 15:03:27,2126,1245,1476,76,4.05,36,22,8,4,3,131,247,184,184,86,55
17259,nkVxroqpkPTrKtvP15L50g,Allen,596,2011-10-20 00:55:56,1141,207,449,29,3.78,22,6,1,1,1,18,127,46,46,14,3
17262,1D6_Rr4iTZsM4_SvzApDXg,David,17,2012-05-09 12:59:02,4,1,4,0,4.24,0,0,0,0,0,0,0,0,0,0,0
17265,SiqnwFMQq90rLlm0OKFUjQ,Luke,21,2009-08-17 05:07:01,11,1,1,1,3.77,0,1,1,0,0,1,0,1,1,0,0
17298,ThDKCROl91CSccN4HWuw6A,Rina,49,2010-07-04 14:02:35,56,6,15,4,4.2,0,1,0,0,0,3,0,0,0,0,0
17305,UXMb5eO-j39tuBuRZu2Kxw,Tom,24,2010-09-09 17:28:54,39,6,5,2,4.08,0,0,0,0,0,0,0,0,0,0,1
17313,pzikC7tVCIcGSX9XkyKmDw,Fawn,34,2011-02-24 20:27:20,72,41,11,7,3.49,5,0,1,0,0,7,4,3,3,4,0
17321,yISDBSph-PuyE71JVAS-UQ,Francesca,85,2008-12-12 06:30:00,56,10,34,4,4.01,1,1,0,0,0,0,0,3,3,0,1
17323,693jtVYzvhwbATcoGxTgaw,Cat,208,2010-11-04 01:28:08,416,104,161,14,3.95,5,2,1,1,0,8,11,9,9,17,0
17335,LGecw2xC8UiJ58rXTPb55A,Bill,292,2011-09-10 14:45:01,431,75,80,4,3.39,3,0,0,0,1,7,15,7,7,5,0
17353,NT29li6RDoyPX1RKMrDgBg,Donna,148,2009-01-28 21:59:39,425,208,293,6,3.81,4,1,1,0,2,5,7,14,14,4,3
17382,u4YDh3_eIzVA6HEocbTFDw,Jose,73,2011-04-13 16:07:42,98,12,13,3,3.95,0,0,0,0,0,1,2,2,2,0,0
17384,GpV7fg9-iadPX5HI5Qh89Q,George,550,2010-02-07 06:10:01,628,172,119,15,3.14,3,3,1,0,1,10,14,6,6,8,0
17395,8ufs8bT4Ci7xWriSVwnLEw,Alexis,7,2010-08-10 18:10:49,5,0,0,1,3.71,0,0,0,0,0,0,0,1,1,0,0
17398,mWFuSgBzv8imQ0JJbLfylw,Sean,7,2007-08-11 20:27:34,12,8,4,0,4.0,0,0,0,0,0,1,0,1,1,0,0
17420,b7_HakJkw8ZQKSMyO9ZPaw,Doug,13,2010-02-09 06:19:12,4,0,1,0,4.47,0,0,0,0,0,1,0,0,0,0,0
17426,bzNrQWSCwh41MULRarijyg,Joyce,48,2011-08-04 19:21:51,23,1,3,1,4.36,0,0,0,0,0,1,0,0,0,1,0
17453,TlSXysnwyqkMSTqWpQkg_Q,Me,57,2010-09-30 16:05:20,27,9,7,0,4.14,0,0,0,0,0,1,1,0,0,0,0
17465,RNmLZ7ByIQ9wqKpWjBUXVw,Meredith,14,2008-03-19 21:31:27,62,16,42,1,3.93,3,2,1,1,0,2,2,4,4,1,0
17466,Etq6NvlFnzR8gzBzC112Fg,Cleophus,641,2009-09-28 03:19:03,1734,1114,1104,48,3.76,10,8,2,0,0,44,67,64,64,20,7
17470,rcxe77LUEMRv9yr-8zjAeg,John A,76,2010-11-30 14:12:05,86,18,13,3,3.79,0,0,0,0,0,1,4,0,0,1,0
17475,HNr0m1DlznSOTyKE_hnRpQ,Nora,19,2011-06-13 10:39:52,81,31,17,2,3.16,0,0,0,0,0,2,2,4,4,2,0
17478,ikmXgusUvPYOqlHt5LuH6w,shaun,75,2010-02-27 17:32:10,49,14,29,0,3.59,0,6,0,0,0,2,0,2,2,0,0
17486,QWpf0AuyP49DW_ue9uzoAA,Chris,379,2010-09-11 19:30:02,458,245,205,13,3.61,5,2,1,2,1,10,2,5,5,2,1
17494,QvfgYosCnCNuYR520D3dGw,Eddie,69,2011-03-12 05:18:48,104,18,25,3,3.56,1,1,0,0,0,1,2,0,0,3,0
17512,FMGO5L64t-jkE1P4YWIPkg,Peter,160,2007-05-10 23:01:46,180,73,83,2,3.78,0,0,0,0,0,6,6,15,15,1,0
17518,HnnDiOQETwAEMfGZfLJ9gg,Armando,193,2008-08-16 16:20:39,211,176,75,6,4.16,1,0,0,1,0,10,3,3,3,4,0
17519,npoOHRz31p6VP_AT9p8pJw,elle,47,2008-11-07 14:20:29,65,35,15,3,3.64,0,0,0,0,0,2,4,1,1,2,0
17526,PG_0flHIfJnblib1xdgvcg,Rebecca,172,2011-03-08 22:16:34,529,356,251,23,3.5700000000000003,30,6,6,2,2,12,26,44,44,23,3
17529,tNlmirGHWYh9Pcybx0ncXA,Lauri,58,2010-10-30 02:33:16,40,5,13,0,4.19,0,0,0,0,0,2,0,0,0,1,0
17545,gWeDN34DADPbbPzkU1Mi-g,Garden Lover,196,2008-08-20 15:30:34,149,33,46,4,3.59,4,0,0,0,0,2,1,5,5,1,1
17560,qESx3c9NOITAcXqTQjbOCQ,Christina,161,2013-01-23 19:15:35,513,328,210,20,3.72,19,1,0,0,0,3,8,18,18,11,10
17570,u-grvSKFOHjHYAQGjNFukA,Dominick,165,2011-11-14 12:35:27,301,93,102,6,3.72,2,4,2,1,0,1,8,10,10,5,0
17585,EVPZi3iN8XdBDZJ1bBaURA,Michael,4,2010-01-16 15:32:23,11,1,7,0,4.8,0,0,0,0,0,0,0,0,0,0,0
17586,z3n4lF8oWYahp-3Hx56d7A,Kevin,945,2011-04-29 20:27:45,896,255,441,16,4.1,5,17,2,1,0,25,15,12,12,8,24
17590,u-OeRiwGfvZFNmDyIep5BQ,Meg,229,2008-12-22 00:54:42,402,73,138,28,3.96,22,8,0,1,1,27,9,20,20,26,1
17599,RFXcKWIaGsqFWK6WJbkl4g,Rick,287,2010-10-16 16:34:07,193,44,62,3,3.72,0,3,1,0,0,1,4,5,5,1,1
17613,RI3_ITRef1RnS1YhgO-AhQ,Diana,134,2007-08-27 14:22:26,272,74,112,7,4.08,5,3,0,0,1,4,12,6,6,8,1
17615,d90fhlNEmmkD91jpkXjjyQ,Quyen,67,2010-12-28 03:33:07,155,48,43,5,3.94,4,0,0,0,0,3,1,5,5,3,0
17620,mmkbiaNkqh0TpCxNr8EB9w,Jason,124,2008-09-11 15:56:57,222,59,99,9,4.05,5,3,1,0,0,3,3,11,11,11,0
17624,LFf3yPSy8aGuQGsS1SFL4A,Simon,60,2008-01-14 18:37:29,154,50,99,5,3.65,5,3,0,0,0,3,4,6,6,3,0
17631,FVzA-5cUVRYttsv5aFOqQA,Zeb,473,2011-07-24 22:24:29,690,220,233,21,4.0,24,10,5,1,1,14,9,24,24,13,0
17633,vzNYQaFyBnIU_bBkJsUJQA,Amanda,346,2007-06-13 01:52:30,322,69,117,19,4.11,1,1,1,1,1,7,5,10,10,1,2
17651,v_p4MEHmlrF42TqPkjS2CQ,Dan,44,2008-09-27 17:02:36,67,9,26,4,3.89,1,2,0,0,0,3,0,5,5,0,0
17661,462LweIGqE9ScLKoium_6g,Georgia,17,2010-09-20 00:51:35,19,1,2,0,4.06,1,0,0,1,0,2,0,0,0,1,0
17674,aKDIngvqxwI4gJXMD_M1GA,Jackson,31,2011-09-13 17:37:44,37,8,3,0,2.34,0,0,0,0,0,2,0,0,0,0,0
17676,XPqJip1km8dOAZLAmOVu0w,Elsa,104,2010-12-12 20:16:41,154,37,24,4,2.9,0,0,0,0,0,3,2,0,0,1,0
17678,eyWTJqgGxu30gMPkctbXkw,Erin,9,2009-05-26 02:16:24,14,3,15,2,3.67,1,0,0,0,0,2,0,1,1,0,0
17711,eD6a7bpHmsaA7BqM8ATzjA,Wendi,6,2011-12-13 17:50:21,4,0,1,0,4.5,0,0,0,0,0,0,0,0,0,0,0
17713,jbXliBPHp83BG1CgnigA2Q,caroline,28,2011-09-29 07:33:21,53,5,24,5,4.55,4,0,0,0,0,1,2,0,0,0,0
17718,gsitQgxyNfONS0bvmEZD5A,Holly,102,2012-03-31 21:31:12,84,27,34,3,3.98,0,2,0,1,0,1,2,0,0,2,0
17721,VatkY-otPuXVqC1c8i_PSw,Jezebelly,95,2008-07-22 19:18:28,174,29,40,0,3.12,0,0,0,0,0,4,8,7,7,0,0
17725,8CJSad090U2b2KmKgLnI2A,Tara,37,2008-09-13 01:54:54,53,4,31,2,4.12,1,2,0,0,0,3,1,4,4,0,0
17728,rinyHgUZ-8Vk6zEGAoODpQ,Kristin,49,2008-06-06 20:45:00,175,70,126,3,3.56,13,1,0,0,0,13,3,18,18,0,0
17733,bJQgJdeqvE7njsTZomhaoQ,Sharona,180,2009-01-28 23:03:12,148,22,55,3,3.64,2,2,0,0,0,3,3,6,6,4,0
17734,yPa_4u6hcWEHkziHAeRapw,Mike,248,2008-05-08 20:14:06,618,192,300,19,3.85,21,3,0,0,0,16,22,29,29,13,5
17735,W8KeXxVfsfXCx0I78ReteA,Heather,43,2011-06-27 01:47:48,66,19,7,0,4.4,0,0,2,0,0,0,0,0,0,0,0
17762,aP3GeJVUUqhHTPGLj_9lmg,Brian,608,2008-09-09 19:03:21,1064,140,695,22,4.49,20,0,0,2,0,59,43,57,57,44,10
17764,ShqBDwzHwgjDzsWgr2jkjw,Chris,24,2009-10-23 21:37:38,50,10,8,1,3.75,1,0,0,0,0,0,0,0,0,0,0
17765,N3W4nLE-nVKevzyI3_B4Fw,Diana,863,2011-07-23 21:22:48,951,324,355,45,3.71,39,12,6,1,0,29,49,30,30,24,0
17776,TK8sQsfjKfYxcdKVDIkx6w,Tina,140,2012-09-11 23:45:11,190,37,32,8,3.64,0,1,0,0,0,9,1,2,2,0,2
17777,CDxlgCoUoNRV3VMkYZrUuQ,Suzanne,242,2009-09-25 18:27:06,703,141,194,33,3.64,18,4,2,2,0,12,22,20,20,10,0
17786,rMLNeEH2y5Evz1crWSjoCw,Kasey,143,2008-07-28 00:10:15,320,96,110,10,3.85,2,2,0,0,0,1,6,1,1,4,0
17787,iHxyk1JQhWX_xA4GUE7ztg,Christine,15,2009-06-01 20:36:14,22,4,6,2,4.5,1,0,0,0,0,1,1,1,1,0,0
17791,TvPnSqHGeSvy79WR0GbIZw,Metal Chick,45,2011-08-21 07:47:43,118,21,43,1,4.0,0,0,0,0,0,2,9,4,4,4,0
17796,IhVKEBPVKI_lWpb2wOro2A,AJ,26,2011-12-04 00:41:56,17,5,11,0,4.35,0,1,0,0,0,0,0,0,0,0,0
17800,A0-L0r0grT32hqoJ7Ff0FA,Jeff,12,2007-06-16 16:25:01,17,7,4,0,3.67,0,0,0,0,0,0,0,0,0,0,0
17802,BTKCSvPiy7anahF2HhNNNA,Amanda,149,2008-08-10 00:28:31,228,47,112,8,3.68,8,2,1,1,5,6,9,4,4,5,1
17805,P-Fv4Mm56a2wTEsA34JMew,Yvonne,104,2011-04-11 23:18:28,170,78,96,9,4.1,23,4,3,3,0,14,25,30,30,9,4
17858,aBNgk41Q4ROjS2DjD8JNWA,Jason,21,2012-04-23 16:58:58,29,6,5,0,3.22,0,0,0,0,0,0,0,0,0,0,0
17866,vL-7Z3rtMYLbY-L7Xd0JAw,Jim,1564,2009-07-13 22:00:52,1771,337,633,65,3.86,26,6,2,0,0,35,32,33,33,47,13
17881,PwNTJJhmw-nHz0TCb011qA,Ally,338,2010-08-02 18:30:55,758,184,346,40,3.7,9,3,1,0,1,21,24,18,18,15,3
17909,IizKBKL8AHV5kNTkfc0Ixw,John,19,2010-03-29 14:39:39,34,9,10,1,3.45,0,0,0,0,0,0,0,1,1,1,0
17923,l_jtkxcf1kStBzfkwy8fPw,Sandy,45,2011-08-06 05:12:04,53,8,24,2,4.13,1,0,0,0,0,0,2,1,1,0,0
17934,drbSXgjxsaVvKJbwmqkgFA,M,12,2010-11-07 02:32:43,5,2,2,0,4.25,0,0,0,0,0,0,0,0,0,0,0
17941,6D0GdeLdJEn0IrS5y4zXJA,ChunLi,37,2008-12-21 00:54:08,85,16,29,2,2.77,1,0,0,1,0,0,0,0,0,1,0
17947,rej4bFEmHjCsL0C_RmyLow,Megan,40,2007-05-05 00:55:41,38,19,37,2,3.58,7,1,0,0,0,2,1,3,3,3,2
17948,6i5k8PJxIKwyUM6LUcjncA,Jasmine,5,2011-02-26 23:02:59,2,0,1,0,4.4,0,0,0,0,0,0,0,0,0,0,0
17991,5Hat4HBChLkmmo-OSlRgBQ,Jordan,46,2010-02-22 15:29:51,67,28,23,2,3.8,0,1,0,0,1,1,2,3,3,2,0
17992,Cn1_NMBGMX-_N1qt3aVr3A,Kathleen,57,2012-09-17 01:17:20,35,9,3,0,2.21,0,0,0,0,0,1,1,0,0,0,0
17996,iU1ctGRCX3HFI-xQeRNA0A,Michael,50,2011-10-16 06:12:08,26,9,9,2,3.88,0,1,0,0,0,0,1,0,0,0,0
17998,_hPjqzQDiyw1-4U_IAETpg,Nando,615,2012-02-15 15:23:35,4610,2835,3431,149,3.83,341,19,7,3,4,222,597,589,589,182,268
17999,178lUNiULUgxi8fdm1zXmA,Krystle,196,2011-07-05 22:36:15,162,83,42,10,3.29,7,2,0,0,0,7,8,4,4,3,1
18016,PdVOEtoENb0d_TzB1l_2GA,Jen,21,2008-02-19 15:31:44,46,20,26,1,3.5700000000000003,1,3,0,0,0,3,2,1,1,0,0
18024,SUQKp76oHek_eiEKLxIn9A,Victoria,60,2011-05-26 23:57:02,192,51,46,2,3.82,0,2,0,0,0,5,5,4,4,2,1
18039,T6TInNEhz-qm5tT_ZjQEoA,Marcel,157,2010-02-14 02:09:36,232,74,97,23,4.06,5,2,0,2,1,17,10,11,11,1,2
18046,piAZcrkS1Q_DOV7NjSoSMA,Timothy,23,2012-01-10 00:14:02,13,3,5,2,3.7,1,0,0,0,0,1,4,3,3,3,0
18054,XCQImV-NwKY6odkwNl6dKQ,Sarah,143,2010-09-22 19:50:19,607,110,194,9,3.58,34,4,0,0,0,6,19,10,10,35,0
18061,t8q1rOhp1TlOUWKPPorf4A,Donny,16,2009-03-03 15:35:08,13,2,1,2,3.71,0,0,1,0,0,1,0,0,0,0,0
18071,b-pSq9golcO9xBYOaJ2VfQ,Glen,17,2009-02-01 15:55:48,22,11,3,0,2.59,0,0,0,0,0,0,0,0,0,0,0
18074,32nCTmGzxba2Igv2CupEjQ,Erin,65,2011-11-04 23:57:08,122,33,37,4,3.86,0,0,0,0,0,0,3,2,2,1,0
18079,AehJDR9xY1AI2QZD01P6ig,Deb,49,2011-01-04 17:31:36,89,16,35,3,4.49,3,0,0,0,0,1,0,3,3,2,0
18080,tLFwwA9WSX0J42C3DagW8Q,Juan,15,2012-12-02 19:18:13,17,3,2,1,4.94,0,0,0,0,0,2,2,0,0,0,0
18100,0uV3PQozi025ebb4SsRReA,Amanda,44,2010-02-04 15:29:28,29,4,13,2,4.11,1,0,0,0,0,2,2,1,1,0,0
18127,H7H0ht0bNzt1MWbyY8HXfg,Philip,304,2009-08-18 04:25:09,317,114,139,20,3.94,5,1,1,1,0,6,5,6,6,3,0
18148,jGUdsAMkurKYZCh6l84n7w,Amanda,769,2009-04-18 02:27:43,1492,486,771,46,3.75,27,21,3,1,0,41,35,51,51,42,13
18151,ub9gpClegbi7u0QEa7499g,Jeanie,660,2007-05-10 16:33:22,1834,640,1535,71,4.14,69,12,5,0,0,63,67,138,138,102,35
18159,YrlH8p-BIadJpE5cx2wYrg,T,36,2008-10-31 07:16:54,42,4,12,0,3.18,0,1,0,0,0,1,0,0,0,0,0
18172,CFA8LllD8fQGPke7GrJi5g,Keith,40,2008-06-16 15:42:28,149,84,76,4,3.92,2,0,0,0,0,3,2,8,8,9,0
18174,2TXkVGg-lx_tc9IiYs0MCw,Paul,191,2006-07-09 21:26:50,402,56,114,10,4.13,0,3,3,0,0,3,12,3,3,5,0
18190,7gHUayqp4nOOXxRXjSU0tg,Ted,129,2009-12-30 02:32:48,131,39,14,1,2.67,0,0,1,0,0,3,1,0,0,1,0
18191,OJJfQY3SzeoBTAxFcDzKyA,Sara,114,2011-02-01 22:39:34,195,75,113,6,4.13,17,2,2,0,1,7,5,13,13,1,1
18224,0XmgOinrZWNO15DlimRQeg,Johanna,139,2011-12-28 02:24:51,96,28,31,1,3.45,0,1,0,0,0,2,1,0,0,2,0
18238,tnXjAAVBw21WyxtlxFZ8uw,Kara,22,2009-05-12 13:13:56,44,17,18,4,3.5,1,0,0,1,0,0,0,0,0,1,0
18251,RYKF-828hPSbjlsGw8ZPpw,Pasquale,109,2009-04-12 18:10:48,199,81,41,6,3.1,2,1,0,0,0,3,2,0,0,1,0
18263,Fp0S1lRanXyHVsMOOUekow,Rebecca,46,2009-09-24 20:36:35,77,16,39,6,4.3,8,1,1,2,0,1,5,4,4,0,3
18275,the52iBr5PCJahoGPITZBw,Misty,156,2011-07-04 17:54:51,381,87,143,30,3.87,12,3,2,0,0,24,21,16,16,25,4
18276,oSjxHFZjcuY_PX07a9Fm2w,Adam,199,2009-07-09 03:57:52,620,137,453,40,4.12,20,3,0,0,0,30,17,53,53,21,24
18277,KBKJjtQ05jVvdkWhJPNEeA,Claudette,139,2009-06-15 04:07:58,148,35,64,5,4.15,3,1,0,0,0,4,2,4,4,4,0
18289,icLYLzaoZXOKJ9WBeWqsfg,Vincent,82,2009-01-06 01:35:31,115,54,54,8,3.71,3,2,0,0,0,8,2,6,6,1,0
18290,PKjtm1sG9AP-h-CR1ywA_g,Elaine,19,2007-02-26 05:56:38,13,4,3,0,4.21,1,1,0,0,0,0,0,2,2,0,0
18296,Rt0PpJjvf2qVeqQqQOgcgQ,Greg,95,2008-07-12 03:43:44,164,48,113,4,3.86,3,3,1,0,0,4,1,6,6,2,0
18298,Zk0RGkhWxcSlbsRzpu3DmA,dan,251,2007-10-04 12:21:24,454,207,166,2,3.49,2,0,1,0,2,6,8,8,8,3,1
18324,Xjfc1owyGoFcM94kRxOCJg,Jake,92,2010-06-08 04:46:44,242,46,55,9,3.94,0,1,0,0,0,2,4,1,1,0,0
18326,5vCpNENC80zyrAegNaUBGg,Jess,5,2009-03-08 06:42:10,8,3,2,0,3.4,0,0,0,0,0,0,0,1,1,0,0
18331,0ge1098FnaWkVQ2IQuXNbA,Paul,121,2010-04-03 23:53:55,272,89,89,11,3.51,21,4,1,0,0,22,12,9,9,9,1
18352,rErZCGq4SS95wfutUDNUdg,Muriel,403,2010-06-09 14:00:04,551,172,341,48,4.29,39,4,0,3,1,22,32,36,36,19,6
18368,T9uQwUPTiZB-kC3AmJvffw,Marta,55,2010-12-22 02:51:00,113,14,22,2,3.79,1,0,0,0,0,2,8,4,4,1,3
18377,mv5r2Ixz67gUp-KRiPrE5g,Dave,101,2008-06-09 13:49:52,136,31,54,5,3.52,1,2,0,0,0,4,2,4,4,0,1
18407,VXhy8N6idt5y0KJjQMg5tQ,Christina,27,2010-09-23 03:53:27,45,10,20,2,4.17,0,0,0,0,0,0,0,0,0,3,0
18411,1Hv0VQrTH6ghK2BDEsiXlA,Stephanie,21,2010-11-15 14:08:07,39,9,15,3,4.0,2,0,0,1,0,0,0,2,2,1,0
18428,0yfAQHARYo_esqbeoFc5CA,El,17,2011-10-04 03:41:36,24,10,6,1,3.53,1,0,0,0,0,1,0,0,0,0,0
18429,3NbSe1ActKCqqw6lodiYJw,Jasmine,13,2011-11-19 16:19:12,3,0,0,0,3.54,0,0,0,0,0,0,0,0,0,0,0
18448,-cDcRcTafKIUSvOeVkwlIQ,Jay,61,2009-08-12 16:32:38,41,22,32,3,3.89,2,1,0,0,0,2,2,3,3,0,0
18449,FlxdOqn4GZ47IGFDmLu49w,Kionna,80,2011-08-18 21:52:29,100,14,27,9,3.79,2,0,0,0,0,2,3,1,1,1,2
18456,PhuWAInYFJ_vysRfrV_m1g,Kimberly,12,2009-05-01 14:36:21,12,3,3,3,3.5700000000000003,0,0,0,0,0,1,0,1,1,0,1
18478,WJVedIAJN0FRxDn6M1tLkA,Abby,735,2011-03-22 01:46:40,1617,307,807,69,3.93,22,3,3,0,0,25,20,33,33,27,3
18517,Fdh8cbCLuLzN4dCDdI7nPA,Michael,38,2009-08-11 16:37:13,79,25,31,1,3.55,0,0,0,0,0,0,2,4,4,0,0
18537,g8hEl1POjEzTaM2YlCiHUg,Angela,40,2008-09-12 21:59:11,99,27,52,2,3.34,2,6,0,1,0,2,4,2,2,0,1
18540,4K4EwN78birk4i-irZB8qA,Julia,24,2010-07-18 01:25:21,38,6,10,0,3.48,0,1,0,0,0,0,0,0,0,0,0
18542,gO5m437h6XOuUFxa2VuBcA,T,178,2011-07-01 12:30:06,368,165,77,3,2.26,1,2,0,0,0,8,3,1,1,4,1
18562,YjQAF3_GvXKFCYxLNCPUbw,Xtine,136,2008-05-20 16:02:09,134,22,33,2,3.75,3,3,0,0,0,3,0,3,3,0,0
18564,7NMsGOd_R5uyr3i4gc5XDQ,Amanda,42,2010-08-29 20:05:36,143,16,27,2,3.96,2,0,1,0,0,3,2,0,0,2,0
18590,Noa9uDd6X1f9f208Sd9NBw,Lindsay,70,2010-06-22 22:47:27,68,5,27,2,3.96,7,1,0,0,0,4,14,18,18,5,1
18609,QRWNgJ3GsBbvuHdYqFZT1Q,Meganarama,84,2007-03-30 16:55:33,185,53,72,7,3.79,2,1,0,2,0,5,6,4,4,6,3
18613,btPPPUNXDb7fvFNNuNKW_w,Kay,48,2008-09-04 21:39:47,87,11,32,0,4.53,1,2,0,0,0,1,0,1,1,2,0
18617,wEJOu92jzgxjZFkukd5O9g,J'Man,260,2009-07-31 17:22:08,354,64,64,6,3.47,2,0,0,0,0,10,6,5,5,5,0
18638,PdsybfSBQE0m2KagIvl7RQ,Tre,63,2009-05-29 17:17:40,106,31,22,4,3.33,0,2,0,0,0,2,3,3,3,2,0
18665,NbA3EesOf97adqUNfK8JWQ,Ashley,53,2011-04-04 20:10:14,73,17,16,1,3.6,3,1,1,1,0,3,5,2,2,2,1
18698,jsaN4TDygu76AGTiB3PpBA,Richard.,163,2009-08-05 01:12:35,261,175,71,5,3.11,2,3,0,1,0,19,9,8,8,3,0
18716,8qHNE7KC74BjijE92D1KVA,Jesse,230,2010-08-04 20:45:57,166,43,63,1,4.11,0,0,0,0,0,2,3,1,1,4,0
18719,cUibTaeqGhMuVu_jSqDF7g,Dave,148,2012-07-20 16:05:15,215,48,67,8,3.88,1,1,0,0,0,6,7,13,13,1,0
18727,nTvTDX9ulm1Cws4TYxRz8w,Danielle,6,2011-06-11 05:56:21,23,5,5,0,3.0,0,0,0,0,0,0,0,0,0,0,0
18747,uVDmXBDImLt7lupUtOOjPw,Katherine,19,2011-02-20 17:44:47,11,1,3,1,4.3,0,0,0,0,0,0,0,0,0,0,0
18753,cht2FlSdYvZ_gqMx_hTwWQ,Grant,11,2010-11-11 21:24:22,33,1,9,3,5.0,0,0,1,0,0,1,0,0,0,2,0
18755,apupHWVa9yQnvDNf4vaZUw,Biff,52,2008-02-13 18:53:56,57,17,23,1,3.56,0,0,0,0,0,2,1,0,0,0,0
18756,Nqrgz0fzWJmNcdYoS7M_Gw,Robyn,10,2010-08-23 23:21:46,16,2,4,0,4.2,1,0,0,0,0,0,1,0,0,0,0
18759,14xqVlfBdf4IQzKw4_liqw,Kayla,25,2009-08-08 02:10:39,27,13,15,2,3.96,0,3,0,1,0,1,0,1,1,0,0
18775,aHiQYaTXrmQTeG6106l5wg,Cindy,458,2010-05-17 14:45:01,940,204,363,20,4.13,29,5,1,0,0,20,24,38,38,29,3
18783,LHWtjTG7e1NzNPYUbUo-9w,Aruna,564,2010-02-27 18:46:56,873,206,369,30,4.15,12,9,2,3,0,19,16,25,25,15,0
18793,w8Xz0b4T3MPUiewIO5vkLA,Jennifer,104,2010-12-31 16:32:40,139,28,49,5,4.38,6,9,0,0,0,2,4,11,11,11,1
18796,HYomiwV5G2AJZ9hDnk7zdQ,Lasairiona,725,2010-11-19 16:22:43,1142,318,235,26,3.55,5,2,3,2,1,21,20,12,12,18,0
18801,dme9K6sQrgpojAay5r8IAA,Bri,230,2010-03-02 20:01:39,753,301,319,31,3.8,25,4,1,2,3,18,31,33,33,30,9
18806,WHThr17I4BmyDLmP9l4LBA,Ronnie,17,2010-02-21 15:58:56,29,9,14,1,3.95,0,0,0,0,0,2,2,2,2,1,0
18810,DnvC-m22fZqZv3pAo16ZSg,Christine,170,2010-01-05 20:28:09,253,69,93,8,3.88,9,3,2,0,1,5,9,18,18,8,1
18820,Za8KSTjVl8pcupPmAJ3GPQ,Deneen,22,2009-03-12 15:39:52,16,10,4,3,3.83,2,1,0,0,0,2,0,1,1,1,0
18830,0L_2d9vq1xYCordG8T53mg,J,139,2009-09-15 18:40:17,101,13,15,2,3.6,0,0,1,0,0,0,2,1,1,0,0
18873,kBZL6aLWg0M3J-zZ3Jt39Q,Richard,46,2010-09-05 15:48:15,43,13,20,0,4.24,1,1,1,0,0,0,0,0,0,0,0
